transaction_id,matched_address_id,confidence_score,match_type,original_address,normalized_address,matched_address
none-30-bushwick-avenue-unit-5a-brooklyn-ny-11211,C8FDB44E6A598A2EAFE15C2FB1C4FC281C739483F1EB48C683AD8EECDFE61B4A79A4750D216543F6D44FCA0D310AD896,0.9090909090909091,fuzzy,30 Bushwick Avenue Unit 5A,30 BUSHWICK AVE 5A,35 BUSHWICK AVE
none-190-south-1st-street-unit-2b-brooklyn-ny-11211,682B7446840615AEF7B25FA5260AA7AC5BE73D2C0937028F399967F930881AFD9887A83B1CC22A75B2587BF91A7E8929,0.9,metaphone,190 South 1st Street Unit 2B,190 S 1ST ST 2B,160 1ST ST
none-roebling-street-unit-1-brooklyn-ny-11211,C3E8655CEF35223BC77D8CBA78E8132A43AC9D7451BEE4FE52C1C6309692257E46C108B0DA3AEBD7A0AE9F7933D4B65C,0.786206896551724,api_validated,Roebling Street Unit 1,ROEBLING ST 1,65 ROEBLING ST
none-88-withers-street-unit-5e-brooklyn-ny-11211,999BEC94285431A4A9D21FD5A31C1AE1D9DE101C68A987E49A4F0AB2C3B11F2AB81C795C28BEDD9474AA9518ADCB4C0C,0.896551724137931,fuzzy,88 Withers Street Unit 5E,88 WITHERS ST 5E,88 WITHERS ST
none-70-conselyea-street-none-brooklyn-ny-11211,1B9BB0CD40B3A7B881053F78455BD1B728142DC7D9AE3E1CF519D1B6CF43014338F6EED3F4127791A789949BDE2B3778,0.9333333333333332,fuzzy,70 Conselyea Street,70 CONSELYEA ST,47 CONSELYEA ST
none-south-8th-street-unit-1a-brooklyn-ny-11211,,0.0,no_match,South 8th Street Unit 1A,S 8TH ST 1A,
none-850-metropolitan-avenue-unit-1e-brooklyn-ny-11211,03FCCAE39E0F8771A0A3DFBCF87F5375E0228F73B9FF3DA456E126A5E84CFC3F645F41A418AAEC676A3E4B3A265B3E2D,0.9302325581395349,fuzzy,850 Metropolitan Avenue Unit 1E,850 METROPOLITAN AVE 1E,850 METROPOLITAN AVE
none-217-north-11th-street-unit-1-brooklyn-ny-11211,EA2D5B50995E08993ED3E556850686F2C7CB3F4EE14202E78CC1A019CA3542AAF38A0B947ABDCA51259BF4CF66C67833,0.95,api_validated,217 North 11th Street Unit 1,217 N 11TH ST 1,217 11TH ST
none-217-219-devoe-street-none-brooklyn-ny-11211,0478FD86AB0227DB7398CD2EF7CDE993B884AF27F6B997C907691CF999360FC81CC0994F2F365F09141A7F115298790F,0.8571428571428572,fuzzy,217-219 Devoe Street,217-219 DEVOE ST,272 DEVOE ST
none-222-withers-street-unit-2a-brooklyn-ny-11211,D6154646C23704624442258B7BBC63A518CC19BB6F4BA1653CBBAEC9036E2CD1B2FA7CC0D21673ACB7099D2BC319F0B8,0.9032258064516128,fuzzy,222 Withers Street Unit 2A,222 WITHERS ST 2A,222 WITHERS ST
none-north-6th-street-unit-2r-brooklyn-ny-11211,,0.0,no_match,North 6th Street Unit 2R,N 6TH ST 2R,
none-191-withers-street-unit-1r-brooklyn-ny-11211,1125DCB9DAB1056E88327BDA4940AE13F5047A36E0C133FB0EB8241114D6BCECD1EC2ED910DA97DF39D9222D5126BC06,0.9032258064516128,fuzzy,191 Withers Street Unit 1R,191 WITHERS ST 1R,111 WITHERS ST
none-96-woodpoint-road-unit-3a-brooklyn-ny-11211,F9859A6508418B5E9FB74D88D017923B262B5C0B2CE3D8CABF4DDC196913B44C7D57B274DFDF2D7EAD9ADDE9B451FCDC,0.9090909090909091,fuzzy,96 Woodpoint Road Unit 3A,96 WOODPOINT RD 3A,96 WOODPOINT RD
none-2-bayard-street-unit-2d-brooklyn-ny-11211,136A9D3D6E785F0D43BAF62A452765C6387A957D252D51B3F466876D9B3540A97DC713634324ACA6313B7D0D6F7D6CEB,0.88,fuzzy,2 Bayard Street Unit 2D,2 BAYARD ST 2D,2 BAYARD ST
none-150-north-5th-street-unit-3j-brooklyn-ny-11211,306A2B9A2875D9F905414DFBF466F5C9D06768FCEC3B4208A49236D76494CE5AFE208DFF727342AD498F2EB5E3AACCB7,0.8,metaphone,150 North 5th Street Unit 3J,150 N 5TH ST 3J,350 4TH ST
none-north-8th-street-none-brooklyn-ny-11211,,0.0,no_match,North 8th Street,N 8TH ST,
none-74-jackson-street-unit-garden-brooklyn-ny-11211,6E665CA373E87645EF0DA4C408606E5F035B9B39BC3B442DF2D9FCE48C1E64E8A47BA6545F00DF0E132625EC2616462A,0.962962962962963,metaphone,74 Jackson Street Unit GARDEN,74 JACKSON ST GARDEN,174 JACKSON ST
none-jackson-street-unit-5-brooklyn-ny-11211,,0.0,no_match,Jackson Street Unit 5,JACKSON ST 5,
none-88-withers-street-unit-ph3-brooklyn-ny-11211,999BEC94285431A4A9D21FD5A31C1AE1D9DE101C68A987E49A4F0AB2C3B11F2AB81C795C28BEDD9474AA9518ADCB4C0C,0.8666666666666667,fuzzy,88 Withers Street Unit PH3,88 WITHERS ST PH3,88 WITHERS ST
none-devoe-street-unit-2r-brooklyn-ny-11211,,0.0,no_match,Devoe Street Unit 2R,DEVOE ST 2R,
none-havemeyer-street-none-brooklyn-ny-11211-0,,0.0,no_match,Havemeyer Street,HAVEMEYER ST,
none-havemeyer-street-none-brooklyn-ny-11211,,0.0,no_match,Havemeyer Street,HAVEMEYER ST,
none-jackson-street-unit-3b-brooklyn-ny-11211,,0.0,no_match,Jackson Street Unit 3B,JACKSON ST 3B,
none-north-8th-street-unit-ph-brooklyn-ny-11211,,0.0,no_match,North 8th Street Unit PH,N 8TH ST PH,
none-684-lorimer-street-none-brooklyn-ny-11211,CC51766554955B7A23E5EAAEE98C24C3AC1B47735FEBAB39AE6CEABCA9AF233608DA05EFFDC3CD67A570DCA4342F7A90,1.0,exact,684 Lorimer Street,684 LORIMER ST,684 LORIMER ST
none-30-bushwick-avenue-unit-5c-brooklyn-ny-11211,C8FDB44E6A598A2EAFE15C2FB1C4FC281C739483F1EB48C683AD8EECDFE61B4A79A4750D216543F6D44FCA0D310AD896,0.9090909090909091,fuzzy,30 Bushwick Avenue Unit 5C,30 BUSHWICK AVE 5C,35 BUSHWICK AVE
none-590-lorimer-street-unit-1-brooklyn-ny-11211,58068E545CF06BDA2568B48F8FB70B2D13196EB5181AFAAC682FC0D2DF301AA7FCDDF51C750F314A97A72FC558B88A6A,0.9333333333333332,fuzzy,590 Lorimer Street Unit 1,590 LORIMER ST 1,590 LORIMER ST
none-270-south-2nd-street-none-brooklyn-ny-11211,58D5694CF51CBEC8C7731967CDCF02F66B02165ABD7372E14AE301E23C94AC748BD4AB8B29382033B8F5AB321E1B2706,0.9,metaphone,270 South 2nd Street,270 S 2ND ST,278 2ND ST
none-128-woodpoint-road-unit-2-brooklyn-ny-11211,3C01EB7CEB3285FD57A8C22E87CA7D06E0DEE77256E19DA441BE68EC6160D69E49F570DA808E9AD0B6633BD24FD2B394,0.9411764705882352,fuzzy,128 Woodpoint Road Unit 2,128 WOODPOINT RD 2,128 WOODPOINT RD
none-135-jackson-street-unit-1b-brooklyn-ny-11211,AAB68FCE30483C93AF681B9E10A7247067A718D4AF497449CD47B202E5168549A0DE680ED287E163A2B800E90E83FD3A,0.9032258064516128,fuzzy,135 Jackson Street Unit 1B,135 JACKSON ST 1B,131 JACKSON ST
none-390-manhattan-avenue-unit-ph-brooklyn-ny-11211,0F37F7614D77FB04E04727DF490B1DDB7D6030A261D005D41F79A9EC9D6ED833205AF6F7481544FB24ED05E18AC3C249,0.8648648648648648,fuzzy,390 Manhattan Avenue Unit PH,390 MANHATTAN AVE PH,391 MANHATTAN AVE
none-390-manhattan-avenue-unit-2-brooklyn-ny-11211,7C9B4B44F8260985B7A64ACB11BBD875D949028860C217ED5D64083D1AC75BDBB835EE6E88691E09550C765675FA99AD,0.9444444444444444,fuzzy,390 Manhattan Avenue Unit 2,390 MANHATTAN AVE 2,290 MANHATTAN AVE
none-union-avenue-unit-5c-brooklyn-ny-11211,,0.0,no_match,Union Avenue Unit 5C,UNION AVE 5C,
none-30-bushwick-avenue-unit-2a-brooklyn-ny-11211,3E939DF2CCB5D46272CD3F8F669D4554AFC269C9B65A17532B9C194F09104E8C5352DF590EB456F49F46E5376B275174,0.9090909090909091,fuzzy,30 Bushwick Avenue Unit 2A,30 BUSHWICK AVE 2A,23 BUSHWICK AVE
none-bedford-avenue-unit-8-brooklyn-ny-11211,,0.0,no_match,Bedford Avenue Unit 8,BEDFORD AVE 8,
none-96-roebling-street-none-brooklyn-ny-11211,F68032CAADADD4239DB93CCED8A13366DD999CC618C94C2AF5534C61894F9AE19CC2F3D75322FD86C20E8C8E71FF3E74,0.962962962962963,fuzzy,96 Roebling Street,96 ROEBLING ST,6 ROEBLING ST
none-212-north-9th-street-unit-3c-brooklyn-ny-11211,FF0FBD984A5978B0694542CA451CDF734EBA186F329D3500370EE0D443B728B47023747DF9DB1959B9CACDB1D30C4776,0.8,metaphone,212 North 9th Street Unit 3C,212 N 9TH ST 3C,134 9TH ST
none-170-north-11th-street-unit-3d-brooklyn-ny-11211,4DE3B500AB67516AE6833A10562E4F6222F3D194D076C28BFBCD9622524C1169244029BD211C4DA4A800E1EF0A929D0C,0.95,api_validated,170 North 11th Street Unit 3D,170 N 11TH ST 3D,170 11TH ST
none-74-jackson-street-unit-3a-brooklyn-ny-11211,6E665CA373E87645EF0DA4C408606E5F035B9B39BC3B442DF2D9FCE48C1E64E8A47BA6545F00DF0E132625EC2616462A,0.8666666666666667,fuzzy,74 Jackson Street Unit 3A,74 JACKSON ST 3A,174 JACKSON ST
none-20-bayard-street-unit-11b-brooklyn-ny-11211,0B6ECCAB0C894818CCB7F2133638263547F2C6018882385FFD3BE7AAB3673D4F24AA9307EF14E445707F84D4776911E2,0.8571428571428572,fuzzy,20 Bayard Street Unit 11B,20 BAYARD ST 11B,20 BAYARD ST
none-976-metropolitan-avenue-unit-1b-brooklyn-ny-11211,A9E1B80CD9BD1D758246CC20A21280D903737E56564D00FBC14FB8E0F9B744E8A85E59E35369AE0A4179E4FEE9D7FFE1,0.9302325581395349,fuzzy,976 Metropolitan Avenue Unit 1B,976 METROPOLITAN AVE 1B,976 METROPOLITAN AVE
none-550-metropolitan-avenue-unit-commercial-brooklyn-ny-11211,03FCCAE39E0F8771A0A3DFBCF87F5375E0228F73B9FF3DA456E126A5E84CFC3F645F41A418AAEC676A3E4B3A265B3E2D,0.95,metaphone,550 Metropolitan Avenue Unit COMMERCIAL,550 METROPOLITAN AVE COMMERCIAL,850 METROPOLITAN AVE
none-214-north-11th-street-unit-1l-brooklyn-ny-11211,957C9D0C62814F0C396172FEEE0C9E6EBF90333F125D70A658DFC8A988D71BF913B428BDEA02108AF202BB722F12C602,0.95,api_validated,214 North 11th Street Unit 1L,214 N 11TH ST 1L,214 11TH ST
none-176-south-4th-street-unit-4a-brooklyn-ny-11211,17646857D5235FE2CFFCBB2A103F27233F9430E5AA8DC516CD740F87B2F64CF74F5B5901045C3EF8A2432E1B85844648,0.9,metaphone,176 South 4th Street Unit 4A,176 S 4TH ST 4A,176 8TH ST
none-339-bedford-avenue-unit-8-brooklyn-ny-11211,C09B52231F7EE6F1DF76FFD1913406CBDCFF4B146914215C8633443FE82918370BCC69CB6979587AB0477563F6FC3E29,0.9375,fuzzy,339 Bedford Avenue Unit 8,339 BEDFORD AVE 8,339 BEDFORD AVE
none-185-withers-street-unit-4-brooklyn-ny-11211,B84FD5A23675855527ED9E1820BD6A55BCA66813A7ADB63E7A2050EFCDC0F305E04DE196195A1CE5200B7D2C2A1FAA2D,0.9333333333333332,fuzzy,185 Withers Street Unit 4,185 WITHERS ST 4,184 WITHERS ST
none-190-south-1st-street-unit-4b-brooklyn-ny-11211,682B7446840615AEF7B25FA5260AA7AC5BE73D2C0937028F399967F930881AFD9887A83B1CC22A75B2587BF91A7E8929,0.9,metaphone,190 South 1st Street Unit 4B,190 S 1ST ST 4B,160 1ST ST
none-185-withers-street-unit-3-brooklyn-ny-11211,E56E0984183ECC29F26184DE4EF7E461124F7815A56AC6F06A94C0EE24E13F3DE609A357CAFE99D52FEE8F68DB94859A,0.9333333333333332,fuzzy,185 Withers Street Unit 3,185 WITHERS ST 3,153 WITHERS ST
none-185-withers-street-unit-2-brooklyn-ny-11211,40D5F51B656FE041B119949ED3AB44581D78E37EB66EB19277C33DD41EFF2AEE74B2F9338A729E815739FBD70510526F,0.9333333333333332,fuzzy,185 Withers Street Unit 2,185 WITHERS ST 2,152 WITHERS ST
none-476-union-avenue-unit-4bb-brooklyn-ny-11211,E2C75FC169484F612003927927B74730F45ABD99277470E1DCF1610553EEC8F1C2AADADB854AB0F88C48640BBC61C343,0.8666666666666667,fuzzy,476 Union Avenue Unit 4BB,476 UNION AVE 4BB,476 UNION AVE
none-139-skillman-avenue-unit-8a-brooklyn-ny-11211,6902FF1BD441A6BBE366DBFF0EE623039237708C77C08E90FF5F86C3BD0F18F8EC51E919355A14B8D334F9A6B69562B8,0.9142857142857143,fuzzy,139 Skillman Avenue Unit 8A,139 SKILLMAN AVE 8A,139 SKILLMAN AVE
none-185-withers-street-unit-1-brooklyn-ny-11211,10055A3D0CFEA8BE02647F5AE02DDB8DBF8A39C4773BB4E72791C5380213773E6570F5CB540C5383B04E1623C1C16064,0.9333333333333332,fuzzy,185 Withers Street Unit 1,185 WITHERS ST 1,115 WITHERS ST
none-jackson-street-unit-3-brooklyn-ny-11211,,0.0,no_match,Jackson Street Unit 3,JACKSON ST 3,
none-woodpoint-road-unit-3-brooklyn-ny-11211,4B0BFD6DE954E7698730367D9A2B8AE7A2169A01C98945C09DD6B81837068F63CD1C8096276AE0B086F75EA6DD0648A0,0.771875,api_validated,Woodpoint Road Unit 3,WOODPOINT RD 3,179 WOODPOINT RD
none-bayard-street-unit-3b-brooklyn-ny-11211,,0.0,no_match,Bayard Street Unit 3B,BAYARD ST 3B,
none-jackson-street-unit-4-brooklyn-ny-11211,,0.0,no_match,Jackson Street Unit 4,JACKSON ST 4,
none-skillman-avenue-unit-2-brooklyn-ny-11211,,0.0,no_match,Skillman Avenue Unit 2,SKILLMAN AVE 2,
none-north-11th-street-unit-5r-brooklyn-ny-11211,,0.0,no_match,North 11th Street Unit 5R,N 11TH ST 5R,
none-woodpoint-road-unit-1-brooklyn-ny-11211,4B0BFD6DE954E7698730367D9A2B8AE7A2169A01C98945C09DD6B81837068F63CD1C8096276AE0B086F75EA6DD0648A0,0.771875,api_validated,Woodpoint Road Unit 1,WOODPOINT RD 1,179 WOODPOINT RD
none-south-5th-street-unit-2-brooklyn-ny-11211,,0.0,no_match,South 5th Street Unit 2,S 5TH ST 2,
none-181-jackson-street-unit-ph-brooklyn-ny-11211,EA0EF2C6B5BC7DD3D66FFA458CE7C9A7E11204E05FA0B5F67089480F8545DA2AD5A97FD2830813B32286BD8E85965AF1,0.9032258064516128,fuzzy,181 Jackson Street Unit PH,181 JACKSON ST PH,181 JACKSON ST
none-149-conselyea-street-unit-4a-brooklyn-ny-11211,43F6EB2E385D78E8D6DE12B819B6B0313DBF93A8FA38C6E429E4E61A6492B4174832DBED59CADFBA83E61724B8D0060E,0.9142857142857143,fuzzy,149 Conselyea Street Unit 4A,149 CONSELYEA ST 4A,149 CONSELYEA ST
none-719-grand-street-none-brooklyn-ny-11211,4312AB9796FF12C2742EA31CDB2E357CAEDECDD4B0A759E829010824B905BE8E6B136DD34517A052F802006586D6B10B,0.9166666666666665,fuzzy,719 Grand Street,719 GRAND ST,710 GRAND ST
none-171-north-1st-street-unit-5b-brooklyn-ny-11211,BE01DE5BEC2B88F12C73B4FE72B571B916173857F2714448A8699174741BCF4C70D9207CC3F7F2FE9D6EEC07DCD2CD72,1.0,metaphone,171 North 1st Street Unit 5B,171 N 1ST ST 5B,171 1ST ST
none-323-south-5th-street-unit-4-brooklyn-ny-11211,D946127D2299A85EEA0EFBDCB0A344F4902C2E19870C5B43DE1454519D0D87E5BDDB5A86A4CCD9B69B063DF6BBB3C032,0.9,metaphone,323 South 5th Street Unit 4,323 S 5TH ST 4,392 5TH ST
none-234-powers-street-none-brooklyn-ny-11211,06DD4B1F0080EA323DC8370CE2FE9B74EAAF0DE66969CA2C6D5D22A92EAB157B0E706E2C8F66614BD712551E3347B242,1.0,exact,234 Powers Street,234 POWERS ST,234 POWERS ST
none-360-south-3rd-street-none-brooklyn-ny-11211,1C960EE0DC727599BAFF938A7E76BA5E7FBD9D784E24EA45BDDA81A34F8FC9612A14E440FAEE7307211B684484A70055,0.9,metaphone,360 South 3rd Street,360 S 3RD ST,340 3RD ST
none-329-grand-street-none-brooklyn-ny-11211,40B7BE672D0ACAC14DEF59CDBFC5FE488FF77332083C2671B385583C3343CDA2E04C3DA970164D867A6EEEAB9467D668,1.0,exact,329 Grand Street,329 GRAND ST,329 GRAND ST
none-80-roebling-street-unit-1-brooklyn-ny-11211,8C4CC1DB073CA25F21495580D70ACA6C7A22EF1DE4FA5B65184ED83B69FED6ACB951EB1E5DB71839F291157A11B5CE93,0.9333333333333332,fuzzy,80 Roebling Street Unit 1,80 ROEBLING ST 1,80 ROEBLING ST
none-237-devoe-street-unit-1r-brooklyn-ny-11211,43316B26EF7896F81C45620FD096212C608B616CDE9E617D9864D99CE429A86924894248FA9348327E0DBF4585899163,0.8888888888888888,fuzzy,237 Devoe Street Unit 1R,237 DEVOE ST 1R,237 DEVOE ST
none-296-manhattan-avenue-none-brooklyn-ny-11211,AF50C2F31EE4111FDB283EAC745A26D1B450FF19C1C3AAA7855A73EFA7753A8BAA93EB86E87C6A0A50C35BFCBFC4E0D3,1.0,exact,296 Manhattan Avenue,296 MANHATTAN AVE,296 MANHATTAN AVE
none-1-powers-street-unit-602-brooklyn-ny-11211,32CBD56FE2E6EBCD64DF626A768C1C5441C9A17B7B3F584459ABF7D60FEF5658D261796281C4A92C4E8686C905347165,0.9285714285714286,fuzzy,1 Powers Street Unit 602,1 POWERS ST 602,102 POWERS ST
none-392-graham-avenue-unit-3b-brooklyn-ny-11211,1D8D2BF2B375305F57B789361D70B753D4E82B902247AE141141D322EA612592757E70837F01B3FEB89E02C63EC475FF,0.9032258064516128,fuzzy,392 Graham Avenue Unit 3B,392 GRAHAM AVE 3B,392 GRAHAM AVE
none-108-jackson-street-unit-1a-brooklyn-ny-11211,A9BAA882DB4022059D764244DC05892BF62F62F34CC16B8CC3DD361DD964702920C51135E69AF4AB72C6CFF54A38A4AF,0.9032258064516128,fuzzy,108 Jackson Street Unit 1A,108 JACKSON ST 1A,108 JACKSON ST
none-50-bayard-street-unit-3n-brooklyn-ny-11211,F33AA593041B2DCBAC6A419F403D4ED5887A12C0FC7B6B3C097B9C0E26ABD3859FCA88A7C9213156A4A95D40D48FC536,0.8888888888888888,fuzzy,50 Bayard Street Unit 3N,50 BAYARD ST 3N,50 BAYARD ST
none-532-lorimer-street-unit-1b-williamsburg-ny-11211,4ACDB8C7B84F6E781724473D95530940316FEBD8103D1436CB8A32F15A52D42334222E22360C823168B13506346DAFEE,0.9032258064516128,fuzzy,532 Lorimer Street Unit 1B,532 LORIMER ST 1B,532 LORIMER ST
none-207-north-8th-street-unit-ph-brooklyn-ny-11211,17646857D5235FE2CFFCBB2A103F27233F9430E5AA8DC516CD740F87B2F64CF74F5B5901045C3EF8A2432E1B85844648,0.8,metaphone,207 North 8th Street Unit PH,207 N 8TH ST PH,176 8TH ST
none-183-south-2nd-street-none-brooklyn-ny-11211,58D5694CF51CBEC8C7731967CDCF02F66B02165ABD7372E14AE301E23C94AC748BD4AB8B29382033B8F5AB321E1B2706,0.8,metaphone,183 South 2nd Street,183 S 2ND ST,278 2ND ST
none-40-skillman-avenue-unit-3b-brooklyn-ny-11211,F080ED4BDA9D5B61A288FFFE5DCDB7F1320B3D1FDADB73DA23C746190F632B3EDE11217FE67EED662C0A19E0B1361BF4,0.9090909090909091,fuzzy,40 Skillman Avenue Unit 3B,40 SKILLMAN AVE 3B,34 SKILLMAN AVE
none-108-withers-street-none-brooklyn-ny-11211,0852B29349FD072F25D4F3B8CECCA6C852177A77BEC88567A8B94EAE07650DF8A62E847B28AA5E3F8ACA6118F290431D,1.0,exact,108 Withers Street,108 WITHERS ST,108 WITHERS ST
none-390-broadway-none-williamsburg-ny-11211,484C1A05C1955FC7973E8B980D42B53B67EBB0BD798318569782FA7AD9BDA81EA2DC7F41C928F4F706613D9C477EC1B9,0.9285714285714286,metaphone,390 Broadway,390 BRDWAY,301 BROADWAY nan
none-18-orient-avenue-none-brooklyn-ny-11211,509138A6D0D5B039B5C16C28481D074F12AAF847F614DD3CE432F9512B996BA457E311456EB2705E810B0C8AAC0C001C,0.96,fuzzy,18 Orient Avenue,18 ORIENT AVE,8 ORIENT AVE
none-south-8th-street-unit-1a-brooklyn-ny-11211-0,,0.0,no_match,South 8th Street Unit 1A,S 8TH ST 1A,
none-446-humboldt-street-none-brooklyn-ny-11211-0,0E92B5A39C9A09D7FDF2E1722CABD11A1D22A005F48E54EF7ACD10EB876AF6CFE302A12A9C3C088293EE95AD8B699AF0,1.0,exact,446 Humboldt Street,446 HUMBOLDT ST,446 HUMBOLDT ST
none-1-powers-street-unit-602-brooklyn-ny-11211-0,32CBD56FE2E6EBCD64DF626A768C1C5441C9A17B7B3F584459ABF7D60FEF5658D261796281C4A92C4E8686C905347165,0.9285714285714286,fuzzy,1 Powers Street Unit 602,1 POWERS ST 602,102 POWERS ST
none-150-north-5th-street-unit-1h-brooklyn-ny-11211,306A2B9A2875D9F905414DFBF466F5C9D06768FCEC3B4208A49236D76494CE5AFE208DFF727342AD498F2EB5E3AACCB7,0.8,metaphone,150 North 5th Street Unit 1H,150 N 5TH ST 1H,350 4TH ST
none-128-woodpoint-road-unit-2-brooklyn-ny-11211-0,3C01EB7CEB3285FD57A8C22E87CA7D06E0DEE77256E19DA441BE68EC6160D69E49F570DA808E9AD0B6633BD24FD2B394,0.9411764705882352,fuzzy,128 Woodpoint Road Unit 2,128 WOODPOINT RD 2,128 WOODPOINT RD
none-108-withers-street-none-brooklyn-ny-11211-0,0852B29349FD072F25D4F3B8CECCA6C852177A77BEC88567A8B94EAE07650DF8A62E847B28AA5E3F8ACA6118F290431D,1.0,exact,108 Withers Street,108 WITHERS ST,108 WITHERS ST
none-323-south-5th-street-unit-4-brooklyn-ny-11211-0,D946127D2299A85EEA0EFBDCB0A344F4902C2E19870C5B43DE1454519D0D87E5BDDB5A86A4CCD9B69B063DF6BBB3C032,0.9,metaphone,323 South 5th Street Unit 4,323 S 5TH ST 4,392 5TH ST
none-139-skillman-avenue-unit-7a-brooklyn-ny-11211,6902FF1BD441A6BBE366DBFF0EE623039237708C77C08E90FF5F86C3BD0F18F8EC51E919355A14B8D334F9A6B69562B8,0.9142857142857143,fuzzy,139 Skillman Avenue Unit 7A,139 SKILLMAN AVE 7A,139 SKILLMAN AVE
none-145-conselyea-street-none-brooklyn-ny-11211,6D6B81C9C67EF65AE45F0103B1B2291FED183DDD871BF4B2B032B3BE76B8DD2B3BA58D9E9FE317CE2147B7D660DEF268,0.967741935483871,fuzzy,145 Conselyea Street,145 CONSELYEA ST,14 CONSELYEA ST
none-30-devoe-street-unit-2b-brooklyn-ny-11211-0,AE3678D7613DC0E587ABA2944858EA2F4166DFFA5CA4C10D33423815DA35845D3430AD9646E2A72289A56A53C998AE43,0.88,fuzzy,30 Devoe Street Unit 2B,30 DEVOE ST 2B,23 DEVOE ST
none-726-metropolitan-avenue-unit-6-williamsburg-ny-11211-0,62B1D1C307CD2267DA02EBEB8B8B04E9D8E0C90EF77D26AAD1284A9BC7E07850495D76A3CE003CF3A287243625F2E49A,0.9523809523809522,fuzzy,726 Metropolitan Avenue Unit 6,726 METROPOLITAN AVE 6,676 METROPOLITAN AVE
none-union-avenue-unit-206-brooklyn-ny-11211,,0.0,no_match,Union Avenue Unit 206,UNION AVE 206,
none-skillman-avenue-unit-1-brooklyn-ny-11211,,0.0,no_match,Skillman Avenue Unit 1,SKILLMAN AVE 1,
none-207-north-8th-street-unit-ph-brooklyn-ny-11211-0,17646857D5235FE2CFFCBB2A103F27233F9430E5AA8DC516CD740F87B2F64CF74F5B5901045C3EF8A2432E1B85844648,0.8,metaphone,207 North 8th Street Unit PH,207 N 8TH ST PH,176 8TH ST
none-150-north-5th-street-unit-1h-brooklyn-ny-11211-0,306A2B9A2875D9F905414DFBF466F5C9D06768FCEC3B4208A49236D76494CE5AFE208DFF727342AD498F2EB5E3AACCB7,0.8,metaphone,150 North 5th Street Unit 1H,150 N 5TH ST 1H,350 4TH ST
none-308-north-7th-street-unit-phb-brooklyn-ny-11211,306A2B9A2875D9F905414DFBF466F5C9D06768FCEC3B4208A49236D76494CE5AFE208DFF727342AD498F2EB5E3AACCB7,0.8,metaphone,308 North 7th Street Unit PHB,308 N 7TH ST PHB,350 4TH ST
none-25-conselyea-street-unit-2-brooklyn-ny-11211,2D1A7A524661665BEB93C21AE0304E5704CEEAA2A9CDB1B3D37671A47D20D6CABB9A5F3EBEB051799E154D894CA228A0,0.9375,fuzzy,25 Conselyea Street Unit 2,25 CONSELYEA ST 2,22 CONSELYEA ST
none-38-devoe-street-none-brooklyn-ny-11211,51AE2348035E965B2236ECE6424313C635F30FB888092DFACDA9253BAB476408FB5BD526DC8F77F4EC1036C9D31227FC,0.9090909090909091,fuzzy,38 Devoe Street,38 DEVOE ST,85 DEVOE ST
none-234-powers-street-unit-6-williamsburg-ny-11211,EF15ED1FCB149A47AE11D018ABD1CB034C88BDCCEF4AEE25FC95694CD6FC8EDE984D67C026DC03498F222AF53DCA873C,0.9285714285714286,fuzzy,234 Powers Street Unit 6,234 POWERS ST 6,236 POWERS ST
none-311-leonard-street-none-brooklyn-ny-11211,E967558E8FA7C31ED4821B957108A0E94C515D6DEA27817FA6CDFA1DC057F98B244353C3688A8B11E07922F25BF95853,1.0,exact,311 Leonard Street,311 LEONARD ST,311 LEONARD ST
none-76-richardson-street-unit-7-brooklyn-ny-11211,E2CEFE0766922551704C3600A42EB9517107D3D4B7D9E4B80407330F1339353761BC3ECC59135C3C66F0A080D4D535E7,0.9411764705882352,fuzzy,76 Richardson Street Unit 7,76 RICHARDSON ST 7,76 RICHARDSON ST
none-739-grand-street-none-brooklyn-ny-11211,D20935555E2440123C9D01DDBB4AD19CB48378D38684723BFF2267719BFC13A2A1C008D18492BACBC03E1973E52E4179,1.0,exact,739 Grand Street,739 GRAND ST,739 GRAND ST
none-38-skillman-avenue-unit-1-brooklyn-ny-11211,CFA381EA91DE1AF5A58DBEDBCB017AF3E45F4A369EA5C9267CF9977D7450622BC47CEABC35FD9F3BA25F80FA8792BDD9,0.9696969696969697,fuzzy,38 Skillman Avenue Unit 1,38 SKILLMAN AVE 1,138 SKILLMAN AVE
none-250-manhattan-avenue-unit-2r-brooklyn-ny-11211,89DE55E74CB8228BA767752432FE5211847707309652D89A0FD3F3FFDF878D413DBB5660BEB382CFFA2E97DB1FB60782,0.8648648648648648,fuzzy,250 Manhattan Avenue Unit 2R,250 MANHATTAN AVE 2R,245 MANHATTAN AVE
none-230-south-2nd-street-none-williamsburg-ny-11211,AA5E1111ED187EA7E73EF9F59EF639D580AA23C61C8CB8A1B9EC18287D78CF69B66837DEB5C79CAFAA09689780F45D24,0.9,metaphone,230 South 2nd Street,230 S 2ND ST,237 2ND ST
none-156-devoe-street-unit-1f-brooklyn-ny-11211,8A5A9E96CBCB4C868320A28A06A28482FA6B7575B6FAB08EBFD708988DB806B8DDFA152AD518F87C3B478D9C43B9EE33,0.8888888888888888,fuzzy,156 Devoe Street Unit 1F,156 DEVOE ST 1F,156 DEVOE ST
